"Region","RegionCode","Country","CountryCode","timePeriod","cvG","cvR","cvL","ratioStabilityG","ratioStabilityR","benefitStabilityG","benefitStabilityR","yieldG","yieldR","yieldL","ratioYieldG","ratioYieldR","benefitYieldG","benefitYieldR","asynchrony","diversity","instabilityTemp","instabilityPrec"
"Kärnten","AT21","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.0764554616861967,1.35523570922282,0.670637165318678,"winner","loser",26668053.2458765,36194883.6552079,75363833.6355009,2.82599681876493,2.08216814159194,"winner","winner",0.202330075365926,4.05991988295128,-23.0545846644234,-7.86787617415465
"Kärnten","AT21","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0876596169372224,1.02351066299858,0.778333285458005,"winner","loser",22517775.2579819,32820789.4642359,73583650.3036895,3.26780285621716,2.24198294754219,"winner","winner",0.356274295523455,3.9418944593827,-18.0437901843764,-10.2865638562256
"Kärnten","AT21","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.0472067119852247,3.54051052258902,1.1117833837384,"winner","winner",24810101.620488,32357604.5720199,71250456.3106129,2.8718325059892,2.2019694366444,"winner","winner",0.423123247272874,3.87874142464568,-13.6972259406692,-6.44329334719498
"Kärnten","AT21","Austria","AT",1985,0.106376938382237,0.140833752713394,0.0745536433725992,1.42685097025498,1.88902575839982,"winner","winner",27804748.4265777,46524192.8740305,80165727.4047175,2.88316679492377,1.7230976498996,"winner","winner",0.1565008716956,2.47057851478277,-16.8705005678157,-10.922315575513
"Kärnten","AT21","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.0648032904266729,1.31564647361659,1.64454945888862,"winner","winner",30549150.9735981,48410268.0101112,85904171.5842834,2.81199865942348,1.77450311918003,"winner","winner",0.0709071961469931,2.55157173613276,-15.8746753316437,-8.18441665734706
"Steiermark","AT22","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0896698345198652,1.0005656097173,0.760884616527572,"winner","loser",22517775.2579819,32820789.4642359,64161848.5179807,2.8493866637752,1.95491484407761,"winner","winner",0.395212402851732,4.09927749185924,-18.1560127546893,-9.47625404317401
"Steiermark","AT22","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.0935069994814604,0.91178436909964,1.13972447834258,"loser","winner",30549150.9735981,48410268.0101112,76704818.2578605,2.51086579539157,1.58447415002618,"winner","winner",0.130121366833945,2.65281471278807,-14.6626162968256,-7.54630359824217
"Steiermark","AT22","Austria","AT",1985,0.106376938382237,0.140833752713394,0.119133517034294,0.892922000712996,1.18215055023393,"loser","winner",27804748.4265777,46524192.8740305,79491449.8268095,2.85891634792948,1.70860459722625,"winner","winner",0.330863323256985,2.5352185671559,-14.3999995260889,-15.9903755459951
"Steiermark","AT22","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.126994748355642,0.815901233585516,0.403747987710263,"loser","loser",26668053.2458765,36194883.6552079,70128499.0565465,2.62968197978193,1.93752519622911,"winner","winner",0.427035119456622,4.32537262465055,-21.2388837885463,-7.14747250981882
"Steiermark","AT22","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.0588850117131207,2.83834299523925,0.891290269955108,"winner","loser",24810101.620488,32357604.5720199,57768654.3947534,2.32843280041418,1.78531925211506,"winner","winner",0.564202671456762,3.86136624694113,-10.927956597374,-13.0433419651095
"Oberösterreich","AT31","Austria","AT",1985,0.106376938382237,0.140833752713394,0.114023272849026,0.932940580675025,1.2351316463251,"loser","winner",27804748.4265777,46524192.8740305,58776120.1592142,2.11388786035669,1.26334529474498,"winner","winner",0.462699189678575,3.38596017151389,-14.2824696235002,-7.99773446937424
"Oberösterreich","AT31","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.0538720053276149,1.92335836047182,0.951772145598573,"winner","loser",26668053.2458765,36194883.6552079,47668579.9685786,1.78747880578607,1.31699773986481,"winner","winner",0.296669785328748,5.04788235178111,-22.0056922373112,-6.11301205688608
"Oberösterreich","AT31","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.0711296177449283,1.19863178281572,1.49828186322548,"winner","winner",30549150.9735981,48410268.0101112,73114234.5795263,2.39333114830965,1.51030427190065,"winner","winner",0.421864804436039,3.1043140284459,-16.8761006803372,-6.6752132454992
"Oberösterreich","AT31","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0665139054715744,1.34889918150967,1.02577644733095,"winner","winner",22517775.2579819,32820789.4642359,43540496.8018106,1.93360562058087,1.32661332992175,"winner","winner",0.37612297547459,4.91023053419172,-24.1570378069682,-5.88361560846608
"Oberösterreich","AT31","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.0313335557643233,5.33408534216917,1.67499783238312,"winner","winner",24810101.620488,32357604.5720199,42585562.4661644,1.71646062227321,1.31609131854553,"winner","winner",0.611882924585896,4.80459798828519,-14.3338200108053,-11.5547787536583
"Salzburg","AT32","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.104054116009453,0.995781578047688,0.492761613521406,"loser","loser",26668053.2458765,36194883.6552079,80452163.9031196,3.01679928269827,2.22274962034707,"winner","winner",0.166713369880838,3.34559603036744,-15.1619726575146,-8.41543911427678
"Salzburg","AT32","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.178358999502949,0.478014682557098,0.59751521651491,"loser","loser",30549150.9735981,48410268.0101112,49819879.0120561,1.63081059290691,1.02911801689779,"winner","winner",0.188382285198296,2.6814969741909,-10.1128725612984,-7.48244946648171
"Salzburg","AT32","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.0748559055372189,2.23276786675724,0.701128890358582,"winner","loser",24810101.620488,32357604.5720199,39815974.0937468,1.60482914188739,1.23049819726693,"winner","winner",0.42838075254221,3.43971000198468,-10.0912901191575,-13.6281110422579
"Salzburg","AT32","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0947768396999283,0.946650605081169,0.719884708846122,"loser","loser",22517775.2579819,32820789.4642359,62307785.8758888,2.767048927438,1.8984243491091,"winner","winner",0.213019201452937,3.32617178228394,-13.4576547991216,-11.5531719842458
"Salzburg","AT32","Austria","AT",1985,0.106376938382237,0.140833752713394,0.144278622673322,0.737302147824753,0.976123490118644,"loser","loser",27804748.4265777,46524192.8740305,49976068.4015059,1.79739329537452,1.07419528022381,"winner","winner",0.190921711563379,2.58685996323791,-12.7752545953699,-7.24730747546044
"Tirol","AT33","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.0892224719125755,0.955568913313048,1.19445487129982,"loser","winner",30549150.9735981,48410268.0101112,114118819.163477,3.7355807126065,2.35732673778302,"winner","winner",0.0837021962041818,2.72078348591672,-11.6384003831098,-8.60767665609265
"Tirol","AT33","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.0336039177502778,4.97370163093961,1.56183092626642,"winner","winner",24810101.620488,32357604.5720199,120695117.070472,4.86475706213159,3.73003869312496,"winner","winner",0.270897851201745,2.5834933048019,-12.2551770042255,-8.34510401051373
"Tirol","AT33","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.0643782378270511,1.60947511674065,0.796447306248215,"winner","loser",26668053.2458765,36194883.6552079,137783274.599719,5.16660415101814,3.80670582926141,"winner","winner",0.0729065290525228,2.1549435387632,-16.7729167922425,-10.7073981102207
"Tirol","AT33","Austria","AT",1985,0.106376938382237,0.140833752713394,0.112681306750038,0.944051337798325,1.24984131596739,"loser","winner",27804748.4265777,46524192.8740305,116407328.190766,4.18659886451252,2.50208162677754,"winner","winner",0.0986154743064313,2.44058537894638,-15.4231876601378,-9.32830163574388
"Tirol","AT33","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0794219844958537,1.12966898547218,0.859061859078835,"winner","loser",22517775.2579819,32820789.4642359,132585507.829068,5.88803761961654,4.03968064124549,"winner","winner",0.0948190082665851,2.34242351929453,-17.1865628646913,-7.75436185887544
"Vorarlberg","AT34","Austria","AT",1985,0.106376938382237,0.140833752713394,0.19617093812927,0.542266552817006,0.717913438434949,"loser","loser",27804748.4265777,46524192.8740305,133235329.67033,4.79181928303204,2.86378594532697,"winner","winner",0.0425172322762772,1.77988974655115,-11.3536548955173,-10.8142567158818
"Vorarlberg","AT34","Austria","AT",1977,0.0852582205286038,0.106572216205387,0.123284409900151,0.691557193627768,0.86444195411002,"loser","loser",30549150.9735981,48410268.0101112,146271280.906593,4.78806370209789,3.02149289642525,"winner","winner",0.0953730345105758,2.11968752688973,-11.8545698035311,-11.0642332943395
"Vorarlberg","AT34","Austria","AT",1993,0.167135860520517,0.0524836379860971,0.15237735557164,1.09685497489776,0.34443200427784,"winner","loser",24810101.620488,32357604.5720199,135619347.426471,5.46629552353292,4.19126660394826,"winner","winner",0.0832762818791077,1.94671750254813,-8.32614271043778,-8.21123779232969
"Vorarlberg","AT34","Austria","AT",2009,0.103615171842251,0.0512738740983618,0.131203897801642,0.789726323518979,0.390795357130923,"loser","loser",26668053.2458765,36194883.6552079,151829309.082067,5.69330305749045,4.19477267915519,"winner","winner",0.0349254652229963,1.50965385229616,-11.6537111047673,-9.40490720496688
"Vorarlberg","AT34","Austria","AT",2001,0.0897205526496181,0.0682283976527385,0.0352518314003553,2.54513167360473,1.93545682429568,"winner","winner",22517775.2579819,32820789.4642359,172541387.362637,7.66245267953265,5.25707608437182,"winner","winner",0.140326409393445,1.14672860450566,-16.0008345114557,-5.9680873914519
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","BE10","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.870978022350785,0.122135043195607,0.154058401957166,"loser","loser",27804748.4265777,65906782.6754581,20197500,0.726404702180073,0.306455560112191,"loser","loser",0.513516317341463,2.18566017177982,-12.2318609684796,-7.60378660957432
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","BE10","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.212910923777167,0.785003688657336,0.32463307601619,"loser","loser",24810101.620488,67263138.1045554,82783500,3.33668524483744,1.23074097243752,"winner","winner",0.307380582641702,2.5986614270345,-15.4154201497622,-7.15181392622786
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","BE10","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.556238636805727,0.153276336606551,0.123183396075904,"loser","loser",30549150.9735981,47042502.7054166,16060000,0.525710191222,0.341393401209302,"loser","loser",0.387166192730989,2.2,-21.0297414195885,-8.69391936666497
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","BE10","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.568489510244129,0.182263999555163,0.722709490631236,"loser","loser",26668053.2458765,57461002.6784326,35300303.0778343,1.32369253774805,0.614334965148179,"winner","loser",0.0574712969593026,2.38050145819216,-14.833741078628,-10.9588869433662
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","BE10","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,2.15271130038014,0.0416779308185797,0.0297375605151188,"loser","loser",22517775.2579819,70478475.1929095,10855000,0.482063608666323,0.154018655629089,"loser","loser",0.541400028720252,1,-40.1067811023375,-4.79466390998503
"Prov. Antwerpen","BE21","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0775218202356422,2.15598472807367,0.891593204250538,"winner","loser",24810101.620488,67263138.1045554,141757988.392197,5.71372058690537,2.10751374953462,"winner","winner",0.103518429781513,1.81996503462913,-13.9498462701464,-5.66154005907437
"Prov. Antwerpen","BE21","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.119527095314314,0.889981791178841,1.12260305423072,"loser","winner",27804748.4265777,65906782.6754581,130606164.549965,4.69726114929071,1.9816801738465,"winner","winner",0.12233514484875,2.0674828696483,-11.4624215492329,-8.72800282878001
"Prov. Antwerpen","BE21","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.105502697510644,0.808114129214585,0.64945604166612,"loser","loser",30549150.9735981,47042502.7054166,117897739.488218,3.85928039669942,2.50619615683506,"winner","winner",0.0794412109068193,2.51122417567283,-19.7522871634217,-9.978431851852
"Prov. Antwerpen","BE21","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.6579949557358,0.157471073203568,0.624401085139476,"loser","loser",26668053.2458765,57461002.6784326,95986757.8210337,3.59931626564738,1.67046785379297,"winner","winner",0.0350219770691124,1.9934489921247,-14.3341921393242,-12.3990537246589
"Prov. Antwerpen","BE21","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0961548938472649,0.933083580666552,0.6657631245303,"loser","loser",22517775.2579819,70478475.1929095,135715700.324879,6.02704746672396,1.9256333221371,"winner","winner",0.107558712156423,1.94417531642378,-39.8052769881498,-6.56769462957301
"Prov. Limburg (BE)","BE22","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.465273764438262,0.222697215621749,0.883034453648529,"loser","loser",26668053.2458765,57461002.6784326,75322092.3544214,2.82443160211058,1.31083846162491,"winner","winner",0.218944186450866,3.81048245515622,-13.5559270135884,-11.7949581050352
"Prov. Limburg (BE)","BE22","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0781234938677894,2.13938025868846,0.884726535915056,"winner","loser",24810101.620488,67263138.1045554,85579835.2535786,3.44939478937512,1.27231404399467,"winner","winner",0.305056188723052,3.93803071637915,-14.6866754659078,-5.52298903725438
"Prov. Limburg (BE)","BE22","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0875438021345721,1.02486470157762,0.731249740195527,"winner","loser",22517775.2579819,70478475.1929095,85446119.3949353,3.79460752298996,1.21237185056937,"winner","winner",0.246671429313696,4.0121403729379,-33.2381898296086,-7.65968809539627
"Prov. Limburg (BE)","BE22","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.120737792983814,0.881057502819339,1.11134615721495,"loser","winner",27804748.4265777,65906782.6754581,78720065.3710882,2.83117344431148,1.19441523581459,"winner","winner",0.439346112960333,3.7902146167486,-10.0260765409018,-7.93773885990302
"Prov. Limburg (BE)","BE22","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.0548236848598181,1.55513480618104,1.24981318723034,"winner","winner",30549150.9735981,47042502.7054166,62758772.7101985,2.05435407237463,1.33408660468594,"winner","winner",0.682115730295828,4.22857063190543,-18.2593454987273,-8.31967659022085
"Prov. Oost-Vlaanderen","BE23","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.533233273889221,0.194314902906409,0.770493486614434,"loser","loser",26668053.2458765,57461002.6784326,80539621.3333045,3.02007876580784,1.40163967872308,"winner","winner",0.164556826334616,3.40323555397441,-14.0794877418778,-14.3734705782731
"Prov. Oost-Vlaanderen","BE23","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.114824024016768,0.926434509617106,1.16858369502518,"loser","winner",27804748.4265777,65906782.6754581,94875066.6500024,3.41218935681196,1.43953418447372,"winner","winner",0.248155848052143,3.966321683478,-12.2548274255682,-7.88172282042234
"Prov. Oost-Vlaanderen","BE23","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0664212403810975,1.35078104737037,0.963793843646024,"winner","loser",22517775.2579819,70478475.1929095,103574990.341329,4.5996990890392,1.46959749140187,"winner","winner",0.357624924307233,3.78543114283858,-44.779124813682,-6.48281405093059
"Prov. Oost-Vlaanderen","BE23","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.0669795493821864,1.27289928515522,1.02298932946515,"winner","winner",30549150.9735981,47042502.7054166,67216112.7123163,2.20026123706048,1.42883794115352,"winner","winner",0.408771650000323,4.61208077597164,-24.5859128771645,-10.9068462101862
"Prov. Oost-Vlaanderen","BE23","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0900728251336715,1.85556365388208,0.767356058840797,"winner","loser",24810101.620488,67263138.1045554,102915786.788667,4.14814047773508,1.53004735860959,"winner","winner",0.366191314662485,3.7564010592502,-14.4515874061374,-6.48007798127915
"Prov. Vlaams-Brabant","BE24","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0714228860807742,1.25618772319212,0.896300696869579,"winner","loser",22517775.2579819,70478475.1929095,60301198.0393905,2.67793764475092,0.855597370322466,"winner","loser",0.434106503909388,4.43802991033498,-40.7226396479888,-4.79411918730625
"Prov. Vlaams-Brabant","BE24","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.275455866710224,0.376158885558435,1.49153753479481,"loser","winner",26668053.2458765,57461002.6784326,51186328.049445,1.91938749999907,0.890801163632622,"winner","loser",0.546882836694284,4.27186014518059,-14.3743790546993,-11.4211566549846
"Prov. Vlaams-Brabant","BE24","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0656283490746702,2.54670219313844,1.05317182403278,"winner","winner",24810101.620488,67263138.1045554,56169293.324114,2.26396869240268,0.835067986819215,"winner","loser",0.571395465543371,4.4564849753426,-15.9559119080057,-6.30305520036304
"Prov. West-Vlaanderen","BE25","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.470185343513153,0.220370909624817,0.87381023259446,"loser","loser",26668053.2458765,57461002.6784326,64456561.1779271,2.41699536833996,1.12174445577714,"winner","winner",0.283078486998347,3.92784563480855,-14.2640288562945,-11.408485256287
"Prov. West-Vlaanderen","BE25","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0825749279772675,2.02405093912439,0.837032859686639,"winner","loser",24810101.620488,67263138.1045554,73206915.4306004,2.95068986618525,1.08836604258347,"winner","winner",0.528818524339968,4.14807896233017,-15.2652143003041,-7.06102569571233
"Prov. West-Vlaanderen","BE25","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.0628712285885886,1.35607689626219,1.0898365730807,"winner","winner",30549150.9735981,47042502.7054166,44799545.9019257,1.46647433641097,0.952320631886094,"winner","loser",0.701357771169402,4.79950101956824,-24.845461852583,-11.4473215785828
"Prov. West-Vlaanderen","BE25","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.128886190198557,0.8253555964247,1.04108502281323,"loser","winner",27804748.4265777,65906782.6754581,66223452.1374945,2.38173175032915,1.00480480838514,"winner","winner",0.452231311935267,4.35238297915263,-12.7340981044979,-9.26051186613701
"Prov. West-Vlaanderen","BE25","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0613976932694339,1.46130168532381,1.04265126518205,"winner","winner",22517775.2579819,70478475.1929095,77691423.5738888,3.45022644039177,1.10234257141966,"winner","winner",0.587813695555059,4.48173238826621,-61.225064651609,-7.78302631083414
"Prov. Brabant Wallon","BE31","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0829761666779801,1.08128100202329,0.771503253639974,"winner","loser",22517775.2579819,70478475.1929095,43880425.1545265,1.94870162135454,0.622607470357718,"winner","loser",0.445901100900787,3.81505171934485,-42.3270505799293,-4.33168437606375
"Prov. Brabant Wallon","BE31","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0549796975527331,3.0399559830283,1.25715366180283,"winner","winner",24810101.620488,67263138.1045554,43989176.3108888,1.77303491068988,0.653986381701534,"winner","loser",0.530864251441505,3.87223154984372,-16.3507735380243,-6.14473978355169
"Prov. Brabant Wallon","BE31","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.160804114130956,0.644356473105337,2.55498913443934,"loser","winner",26668053.2458765,57461002.6784326,41199877.349457,1.54491507008774,0.717005889716591,"winner","loser",0.751520356738967,4.08153442414011,-14.4414180028515,-9.62469228173937
"Prov. Hainaut","BE32","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0672098608203403,1.3349313858788,0.952484974455721,"winner","loser",22517775.2579819,70478475.1929095,58392235.5870626,2.59316184294735,0.828511619004736,"winner","loser",0.483135865040242,4.34342958700518,-39.9694289480929,-6.53192623442422
"Prov. Hainaut","BE32","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.369127760989483,0.280702734371698,1.11303675257695,"loser","winner",26668053.2458765,57461002.6784326,46443966.5424506,1.74155819002768,0.808269337073068,"winner","loser",0.493805243056895,4.25330957815836,-13.910041032697,-12.5325160340759
"Prov. Hainaut","BE32","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.0736198581474336,1.15808726984862,0.930718504960192,"winner","loser",30549150.9735981,47042502.7054166,43238067.7128616,1.4153607002116,0.919127708481441,"winner","loser",0.739806810462923,4.30230549872773,-19.8301109915105,-11.7987493351222
"Prov. Hainaut","BE32","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.128074806780216,0.830584414347676,1.04768053637152,"loser","winner",27804748.4265777,65906782.6754581,59349082.0366857,2.13449448008513,0.900500367753282,"winner","loser",0.437648708335748,4.18594186915884,-11.5797625899001,-7.96865170110817
"Prov. Hainaut","BE32","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0612598142330728,2.72831157934339,1.12827518281822,"winner","winner",24810101.620488,67263138.1045554,57315143.8386933,2.31015353001871,0.852103328120095,"winner","loser",0.614596363628741,4.27920400605685,-14.2043040656156,-7.92331291808974
"Prov. Liège","BE33","Belgium","BE",2001,0.0897205526496181,0.0640163825666344,0.0673662324735432,1.33183272027056,0.950274050011267,"winner","loser",22517775.2579819,70478475.1929095,52773003.7134088,2.34361534871001,0.74878185955303,"winner","loser",0.563222287032327,4.05403188449735,-28.0680248302068,-6.4556183105039
"Prov. Liège","BE33","Belgium","BE",1985,0.106376938382237,0.134181482263175,0.143989990830502,0.7387800899818,0.931880622321357,"loser","loser",27804748.4265777,65906782.6754581,43190907.6217952,1.55336444549559,0.655333273275958,"winner","loser",0.496167184143327,3.56091755091565,-9.63362868950153,-8.55282630946747
"Prov. Liège","BE33","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.0641344825918415,1.32936631096248,1.06837011138649,"winner","winner",30549150.9735981,47042502.7054166,33932198.6989462,1.11074113739763,0.721309385077404,"winner","loser",0.724292984963843,3.71662627054965,-16.9551325626362,-8.50290649641112
"Prov. Liège","BE33","Belgium","BE",2009,0.103615171842251,0.410852764377735,0.25315814950263,0.409290287694942,1.62290949426247,"loser","winner",26668053.2458765,57461002.6784326,47437131.7681503,1.77879994954206,0.825553498145887,"winner","loser",0.609850195041066,4.26339486271002,-12.9309923965655,-12.0395095251121
"Prov. Liège","BE33","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.052654958836805,3.17417132617132,1.3126575279918,"winner","winner",24810101.620488,67263138.1045554,46517279.8687182,1.87493306477651,0.691571656921666,"winner","loser",0.639269180865593,3.99217595140919,-13.6980934346964,-5.81108621499514
"Prov. Luxembourg (BE)","BE34","Belgium","BE",1993,0.167135860520517,0.0691179281032305,0.0586055776886716,2.85187634201624,1.17937457199728,"winner","winner",24810101.620488,67263138.1045554,66499207.7853799,2.68032790847037,0.988642660144877,"winner","loser",0.45953184272928,3.63067924995294,-12.4979050995223,-7.24612722887739
"Prov. Luxembourg (BE)","BE34","Belgium","BE",1977,0.0852582205286038,0.0685193643103608,0.14251170261414,0.598254171164076,0.480798159403663,"loser","loser",30549150.9735981,47042502.7054166,35192917.3059896,1.15200966915267,0.748108950035461,"winner","loser",0.445126118224898,3.333293310896,-15.7644325581932,-11.2754177390033
