"Country","timePeriod","cvG","cvR","cvL","ratioStabilityG","ratioStabilityR","benefitStabilityG","benefitStabilityR","yieldG","yieldR","yieldL","ratioYieldG","ratioYieldR","benefitYieldG","benefitYieldR","asynchrony","diversity","meanNitrogen_t_ha","meanIrrigation_share","instabilityTemp","instabilityPrec"
"Algeria",1961,0.0931917991033935,0.0921678959536411,0.278524668898149,0.334590826270659,0.330914659438461,"loser","loser",4963730.39101637,3092982.20969031,2089754.93349664,0.421004923490363,0.675644019855478,"loser","loser",0.170417289988326,4.15811093032121,0.00224706849315068,0.5225,-61.6900965305575,-5.4266821995194
"Algeria",1969,0.166010364294428,0.125018166463577,0.165825100365234,1.00111722488807,0.753915819669166,"winner","loser",5919772.29965368,3318503.09121461,2113940.2988977,0.357098244981715,0.637016221107082,"loser","loser",0.369595826469071,4.77650295039495,0.00793401139421901,0.54375,-46.8250039858928,-6.55782521209652
"Algeria",1977,0.180535084712253,0.24245198306671,0.204117508988428,0.884466431159944,1.18780590782369,"loser","winner",6962007.5412524,3572382.63125238,2049561.44220068,0.2943923042393,0.573723941066793,"loser","loser",0.27824755938421,6.42241083666553,0.00847928153717627,0.65,-37.0116984289773,-4.01498502870353
"Algeria",1985,0.249441321355521,0.131500442219913,0.300025848595681,0.831399436158822,0.438297042856213,"loser","loser",7508702.42075774,4128292.52236894,2709394.78840699,0.360833954601382,0.656299129416404,"loser","loser",0.227472357561172,7.13353733000994,0.0087852823563835,1.03875,-29.280478140599,-6.75541306649048
"Algeria",1993,0.150120350737061,0.106364108585852,0.558602549084787,0.268742688308561,0.190411069122614,"loser","loser",8372439.86277396,4547510.25089823,3314406.46421647,0.395871038614823,0.728839800539604,"loser","loser",0.114770062462785,8.83393650664177,0.00517608239792772,1.41625,-36.5212790572223,-6.84014027054998
"Algeria",2001,0.0419899746494196,0.0295760277820717,0.251017822714726,0.167278857713382,0.117824413669956,"loser","loser",9372634.87375363,4781472.06732183,3995573.21747982,0.426302024062487,0.835636632656896,"loser","loser",0.23073643401407,8.68108414266687,0.00455729695803927,2.13,-41.5703830834703,-7.31063354424446
"Algeria",2009,0.0229965996711918,0.0285032764621177,0.15419499494695,0.149139728427006,0.18485215082321,"loser","loser",10543096.6104152,5248173.9903483,5091435.64011945,0.482916530907037,0.970134688652262,"loser","loser",0.420233967219486,9.01179108758621,0.00758278091666803,3.02375,-54.4866748132521,-8.9083191668859
"Angola",1961,0.0931917991033935,0.0921678959536411,0.0515345093754192,1.80833775722029,1.78846945611173,"winner","winner",4963730.39101637,3092982.20969031,2576650.44607816,0.519095567869988,0.833063455071135,"loser","loser",0.72495893017242,6.77903626786026,0.000724137931034483,0.13,-133.357022752794,-8.86310806166438
"Angola",1969,0.166010364294428,0.125018166463577,0.0347071630553615,4.78317297295732,3.6020854330318,"winner","winner",5919772.29965368,3318503.09121461,2683582.17875514,0.453325236666981,0.808672496301013,"loser","loser",0.882890622764662,7.02311491796007,0.00189705882352941,0.1325,-64.7337734809925,-12.3418272373621
"Angola",1977,0.180535084712253,0.24245198306671,0.0588011557595701,3.07026422151355,4.12325199963863,"winner","winner",6962007.5412524,3572382.63125238,2467408.6579016,0.354410512094581,0.690689915552689,"loser","loser",0.600200358165677,6.88644638547136,0.00208143382352941,0.14,-83.3842427081231,-16.5943711774847
"Angola",1985,0.249441321355521,0.131500442219913,0.0574641995801032,4.34081259598524,2.28838900012182,"winner","winner",7508702.42075774,4128292.52236894,2383585.70762153,0.31744309123666,0.57737810358791,"loser","loser",0.649597393490365,5.59909836229797,0.00161210237659963,0.14,-76.6719260281958,-14.2054470984908
"Angola",1993,0.150120350737061,0.106364108585852,0.113766214885497,1.31955124716203,0.934935812823733,"winner","loser",8372439.86277396,4547510.25089823,3439597.2723091,0.410823765674621,0.756369327948125,"loser","loser",0.721751624065882,5.70195501821517,0.000577617328519856,0.14,-53.8747632551611,-8.6852823770971
"Angola",2001,0.0419899746494196,0.0295760277820717,0.0497441016356973,0.844119669844168,0.594563512246593,"loser","loser",9372634.87375363,4781472.06732183,5200466.59304874,0.55485641584222,1.08762877202409,"loser","winner",0.813665754376236,6.96694477436168,0.00125958494548013,0.1475,-66.5442926449492,-10.4540899833056
"Angola",2009,0.0229965996711918,0.0285032764621177,0.184276566763687,0.124793944640189,0.154676619836692,"loser","loser",10543096.6104152,5248173.9903483,6045007.49690357,0.573361671648906,1.15183061918692,"loser","winner",0.567418207845703,7.16651896077452,0.00400670209258085,0.15,-40.584977712717,-6.38837180016061
"Argentina",1961,0.0931917991033935,0.243487182976247,0.116126028398165,0.802505694794483,2.09674942245846,"loser","winner",4963730.39101637,6663316.85988085,4975489.17047645,1.0023689399975,0.746698569961961,"winner","loser",0.809855490077853,9.09763108827162,0.000994635230389944,0.825,-46.8359685191662,-7.75383752533738
"Argentina",1969,0.166010364294428,0.279315663568029,0.0611089185570034,2.7166307016147,4.570783940604,"winner","winner",5919772.29965368,7715707.39964589,5912000.81331916,0.998687198435829,0.766229265457952,"loser","loser",0.94292890216561,9.29164207954872,0.00149990715293768,1.05125,-53.3145169991544,-8.04391685866996
"Argentina",1977,0.180535084712253,0.551588449996387,0.145566015963167,1.2402282463919,3.78926665229305,"winner","winner",6962007.5412524,8788806.25691175,7107083.22578409,1.02083819698156,0.808651711965421,"winner","loser",0.620941394234042,9.54442028371364,0.00219976424146061,1.1275,-37.8031404699311,-13.420249099711
"Argentina",1985,0.249441321355521,0.286326952489152,0.104178569398136,2.39436309018835,2.74842469178959,"winner","winner",7508702.42075774,9280380.12309927,7305829.51306915,0.972981629005866,0.787233865009972,"loser","loser",0.686094868055194,9.27831075100913,0.00376110682841725,1.15125,-50.9178359019246,-7.96948080501873
"Argentina",1993,0.150120350737061,0.080628403671575,0.112365375701722,1.33600185821975,0.717555591907656,"winner","loser",8372439.86277396,11244528.1930204,8549622.8346312,1.02116264491132,0.760336288714902,"winner","loser",0.65890863792453,7.89250978279388,0.0138496012942466,1.2075,-46.6542605934759,-7.94070011082295
"Argentina",2001,0.0419899746494196,0.051373124396734,0.0661253561722994,0.635005648060458,0.776905068955301,"loser","loser",9372634.87375363,12646196.4426154,10031577.4814795,1.0703049480324,0.793248588775274,"winner","loser",0.626241363348478,5.48239245164436,0.0218640176449077,1.31125,-43.1143042938156,-5.81849322375148
"Argentina",2009,0.0229965996711918,0.0520572105434014,0.11404611166237,0.201642996293223,0.45645756601957,"loser","loser",10543096.6104152,14280014.9451006,10839113.4611281,1.02807684133526,0.759040764508928,"winner","loser",0.600759829480001,5.16883183784952,0.018809063513304,1.56875,-53.235205782357,-5.74957549544453
"Armenia",1993,0.150120350737061,0.271003726542652,0.149854297272471,1.00177541431532,1.80844814913717,"winner","winner",8372439.86277396,7696235.25905607,5253932.19138528,0.627527014526032,0.682662628484887,"loser","loser",0.427376653416253,7.17551081335478,0.0171156565656566,21.7875,-13.7677403943242,-9.49459873987776
"Armenia",2001,0.0419899746494196,0.0314200703660553,0.141902320142127,0.295907597616184,0.221420413243317,"loser","loser",9372634.87375363,9143878.26076538,6667759.94937233,0.711407201836507,0.729204803390964,"loser","loser",0.558137767664763,7.67814042147298,0.0408822206675994,17.6875,-15.5010756539669,-7.94915698476806
"Armenia",2009,0.0229965996711918,0.0172552568191037,0.0849234757234036,0.270792021585313,0.203185946784659,"loser","loser",10543096.6104152,10424415.5999775,8677850.44064802,0.823083650023224,0.832454381487511,"loser","loser",0.424067809704821,9.05288602855256,0.11884823088939,16.145,-15.4935958318122,-2.39541363230642
"Australia",1961,0.0931917991033935,0.28282844914005,0.212676425394567,0.438185844672252,1.32985331409127,"loser","winner",4963730.39101637,4423198.69375667,4380883.11552693,0.882578780559012,0.990433263084141,"loser","loser",0.360687376954014,3.16988606951207,0.00456886316065517,0.2575,-41.1931123078626,-6.92697545401836
"Australia",1969,0.166010364294428,0.138533424238526,0.101265963881279,1.63935006325574,1.36801565826143,"winner","winner",5919772.29965368,4633868.62721856,4593060.01819672,0.7758845755715,0.991193403977372,"loser","loser",0.706691620734026,3.91237561436909,0.00964931749510715,0.30375,-54.3367722344725,-5.64231442884609
"Australia",1977,0.180535084712253,0.826041398650133,0.261024653274776,0.691639975179691,3.1646106537706,"loser","winner",6962007.5412524,8243344.22873533,4762341.92343668,0.684047222761265,0.577719647668688,"loser","loser",0.26491026614483,3.78264063131849,0.0140907924636455,0.32625,-53.3330420518689,-4.57289263522426
"Australia",1985,0.249441321355521,0.647171259338723,0.0868862776859485,2.8708943230038,7.44848641897092,"winner","winner",7508702.42075774,7360424.66527368,6012558.06362583,0.800745285497554,0.816876516920681,"loser","loser",0.668275355653656,5.38152925585975,0.0219066828022052,0.395,-49.7938665890345,-8.21509805123307
"Australia",1993,0.150120350737061,0.167749130943606,0.18067343392616,0.830893327673253,0.928465947086408,"loser","loser",8372439.86277396,6647379.49122895,6630385.76988243,0.791929936620129,0.997443545780868,"loser","loser",0.412856922770848,5.82328533361606,0.0402098421541318,0.505,-84.4642271638737,-7.43162901149197
"Australia",2001,0.0419899746494196,0.286230428263433,0.287962452331569,0.145817533881365,0.993985243374225,"loser","loser",9372634.87375363,5918710.66553986,5898062.18010675,0.629285388746255,0.99651132035338,"loser","loser",0.289182318085274,5.51657105262297,0.0380519230574436,0.58125,-58.865245451658,-5.72449849885822
"Australia",2009,0.0229965996711918,0.0861267403288696,0.0859599089432602,0.267527036195108,1.0019408045874,"loser","winner",10543096.6104152,6776698.86733588,6771407.40141657,0.642259826655416,0.999219167617907,"loser","loser",0.660636605099293,5.38831392169008,0.0359982214904437,0.64625,-50.5803311271928,-5.72233674153189
"Austria",1961,0.0931917991033935,0.0853072156073983,0.088751740545831,1.05002784768226,0.961189212546722,"winner","loser",4963730.39101637,7548560.10709302,10440255.1181564,2.10330825724373,1.38307902037452,"winner","winner",0.723849741059888,8.17832992939058,0.0474963871250274,0.11625,-11.5532324703332,-7.6217454233698
"Austria",1969,0.166010364294428,0.1886413313912,0.0472794876363204,3.51125556967537,3.9899191133849,"winner","winner",5919772.29965368,9296818.57426619,12894978.7699195,2.17828965662647,1.38703134485308,"winner","winner",0.679067302346473,8.10121818802059,0.0792629981024668,0.1225,-51.636250980259,-7.07913427146208
"Austria",1977,0.180535084712253,0.10386875309333,0.0622753578689008,2.89898108803015,1.66789492100535,"winner","winner",6962007.5412524,11432448.2348185,15375118.9783041,2.20843181901211,1.34486670418308,"winner","winner",0.675595224500892,7.5572485976152,0.0959344696085298,0.49625,-16.0782021427157,-8.5348270616647
"Austria",1985,0.249441321355521,0.268867077678918,0.0573170477658715,4.35195689726447,4.6908744982328,"winner","winner",7508702.42075774,12184855.3396584,17249808.7326439,2.29730887789039,1.41567612021625,"winner","winner",0.704217033811319,9.46212172283762,0.089867747510493,2.01125,-15.4570907150951,-13.3452888220973
"Austria",1993,0.150120350737061,0.131117895461349,0.0466369256239922,3.21891609981751,2.81146095517703,"winner","winner",8372439.86277396,9391872.49468765,18235426.2398717,2.17803012488046,1.94161773918739,"winner","winner",0.729186197016749,10.0515050068136,0.0838035879727112,3.1775,-12.3656240382427,-12.6093013706797
"Austria",2001,0.0419899746494196,0.175839847630873,0.100012505504662,0.419847242477714,1.75817860720104,"loser","winner",9372634.87375363,10653599.7435754,19282263.3092901,2.05729376733608,1.80992939226182,"winner","winner",0.388242970334017,10.632043686886,0.0908020788272361,3.685,-21.7844834036646,-7.5781364278182
"Austria",2009,0.0229965996711918,0.0910593445723305,0.0860352745681376,0.267292686478022,1.05839546662008,"loser","winner",10543096.6104152,11885958.1377525,20398055.4213593,1.93473095951797,1.71614733830926,"winner","winner",0.578698938555573,10.6519048502003,0.0721876718294308,4.155,-19.8105884101602,-7.15196525108492
"Azerbaijan",1993,0.150120350737061,0.271003726542652,0.086566528559436,1.73416161229093,3.13058327568932,"winner","winner",8372439.86277396,7696235.25905607,4220183.48685384,0.504056589957471,0.548343877857423,"loser","loser",0.671909195685998,6.74559924087414,0.0102208933365877,31.47375,-19.9852857451296,-9.59192536255157
"Azerbaijan",2001,0.0419899746494196,0.0314200703660553,0.0659380909141565,0.636809074501193,0.476508645161724,"loser","loser",9372634.87375363,9143878.26076538,7661951.2605297,0.817481035347446,0.837932334839327,"loser","loser",0.697866411161533,7.46216497940182,0.00859758750725198,30.09125,-32.0394659694632,-4.9573367486443
"Azerbaijan",2009,0.0229965996711918,0.0172552568191037,0.082980525750176,0.277132489379811,0.207943450142182,"loser","loser",10543096.6104152,10424415.5999775,8360869.83894401,0.793018422185809,0.802046863803288,"loser","loser",0.396629176889955,6.82471806168574,0.010249356650275,30.0125,-30.6172879307324,-7.2117987369449
"Bahamas",1969,0.166010364294428,0.279315663568029,0.184829963143571,0.898178852989735,1.51120337210187,"loser","winner",5919772.29965368,7715707.39964589,4839690.08771432,0.817546662731851,0.627251635791221,"loser","loser",0.142074457605345,5.96118244731787,0.05975,9.09,-113.27545196913,-5.88033638774962
"Bahamas",1977,0.180535084712253,0.551588449996387,0.0894724907926715,2.01777197787636,6.16489431678554,"winner","winner",6962007.5412524,8788806.25691175,5239269.73478703,0.752551574203629,0.596129847630527,"loser","loser",0.397141739580407,5.84682021079492,0.0472222222222222,9.09,-110.431018029573,-6.88006782050181
"Bahamas",1985,0.249441321355521,0.286326952489152,0.117368891097076,2.12527628934663,2.43954722424983,"winner","winner",7508702.42075774,9280380.12309927,4512735.13108301,0.601000662725373,0.486266195050634,"loser","loser",0.355639646959413,6.48542488978178,0.0175,8.33,-90.6536511790024,-5.18745878524792
"Bahamas",1993,0.150120350737061,0.080628403671575,0.10407204731287,1.44246562466246,0.774736403802869,"winner","loser",8372439.86277396,11244528.1930204,4456333.91230057,0.532262277823528,0.396311329013046,"loser","loser",0.652395945728523,5.92813321231645,0.0111111111111111,8.25,-76.6836941414186,-6.71945296885574
"Bahamas",2001,0.0419899746494196,0.051373124396734,0.0772074169590216,0.543859337655423,0.665391052053984,"loser","loser",9372634.87375363,12646196.4426154,4609090.44564556,0.491760375575121,0.364464561859388,"loser","loser",0.636004603233819,6.11422042235978,0.0363636363636364,7.69,-83.3295738673312,-4.20155507401781
"Bahamas",2009,0.0229965996711918,0.0520572105434014,0.0327302070346387,0.702610883177557,1.59049438606694,"loser","winner",10543096.6104152,14280014.9451006,5276782.27971655,0.500496436170734,0.369522181874675,"loser","loser",0.704445960485585,6.00611274788324,0.0500911020408163,7.0225,-63.9730681561528,-7.2748958348368
"Bangladesh",1961,0.0931917991033935,0.0913265819477229,0.0572606562277798,1.62750141620246,1.59492726706503,"winner","winner",4963730.39101637,4097732.28578486,4771239.67700885,0.961220554130841,1.16436100366059,"loser","winner",0.528113297740694,2.24203045086799,0.00501615418894831,6.54875,-121.462727677487,-9.60467438934345
"Bangladesh",1969,0.166010364294428,0.119378125463503,0.0714552067009316,2.32327876384498,1.6706707736939,"winner","winner",5919772.29965368,5103140.32122858,4946292.3021056,0.835554486174235,0.969264411862142,"loser","loser",0.441744362485443,2.37467405201419,0.0123874969692071,12.60875,-134.761750597886,-7.32168629667902
"Bangladesh",1977,0.180535084712253,0.102121728813165,0.0205740004413199,8.77491400990129,4.96363014594227,"winner","winner",6962007.5412524,6183154.4901406,5544960.05034188,0.796459931634087,0.896784975886279,"loser","loser",0.73474764368568,2.83944978064292,0.0301764251773569,15.635,-137.425016205866,-7.40403761033855
"Bangladesh",1985,0.249441321355521,0.328674078950529,0.0286882977198035,8.69488053253618,11.4567299238409,"winner","winner",7508702.42075774,6758664.50262157,6404946.43777352,0.85300309945259,0.94766450314099,"loser","loser",0.70887664043497,2.97709904256113,0.0581876535787107,25.1725,-87.3036307364645,-4.29436920141617
"Bangladesh",1993,0.150120350737061,0.271003726542652,0.0685757729695842,2.18911642167919,3.95188730373994,"winner","winner",8372439.86277396,7696235.25905607,7483796.009528,0.893860825779459,0.972396991207084,"loser","loser",0.371473558834847,3.07258667493836,0.102938258275323,39.78375,-86.272419729389,-10.5797376014021
"Bangladesh",2001,0.0419899746494196,0.0314200703660553,0.0394888705850757,1.06333693588312,0.795669004976053,"winner","loser",9372634.87375363,9143878.26076538,9573097.29266138,1.02138805379788,1.04694058906467,"winner","winner",0.585044877859186,2.99739163807166,0.121439806646872,51.62125,-105.539507653527,-5.87804500634628
"Bangladesh",2009,0.0229965996711918,0.0172552568191037,0.0365663615479514,0.628900407305635,0.47188880951352,"loser","loser",10543096.6104152,10424415.5999775,11543481.1401848,1.09488526632502,1.10735043412983,"winner","winner",0.695425474962008,3.12111211491577,0.139605918090117,58.46,-76.5300700988524,-7.68535620156483
"Belarus",1993,0.150120350737061,0.131117895461349,0.108865746344455,1.3789493553103,1.20439991332524,"winner","winner",8372439.86277396,9391872.49468765,6706388.22911551,0.801007632068383,0.714062955274239,"loser","loser",0.583974613302262,7.98427385058132,0.0404010441385857,1.38875,-10.2603807762009,-8.57730439683343
"Belarus",2001,0.0419899746494196,0.175839847630873,0.0981991346022775,0.427600251463374,1.79064559319238,"loser","winner",9372634.87375363,10653599.7435754,9241875.74409544,0.986048839902602,0.867488545331236,"loser","loser",0.517288900275155,9.87264582593248,0.0669124100403721,1.20375,-14.5147604397588,-13.9364440170616
"Belarus",2009,0.0229965996711918,0.0910593445723305,0.0854707983019416,0.269057972173747,1.06538544604025,"loser","winner",10543096.6104152,11885958.1377525,11180675.5959714,1.06047359794905,0.940662542000639,"winner","loser",0.726355656272603,10.1515829753433,0.0881571984878948,0.42,-20.6061528900886,-5.14363693624356
"Belgium",2001,0.0419899746494196,0.175839847630873,0.0413541303864024,1.01537559264518,4.25205042369095,"winner","winner",9372634.87375363,10653599.7435754,28540054.7717778,3.04504071226535,2.6789118662909,"winner","winner",0.689555505365446,9.45944138578524,0.170041600822892,1.81125,-37.3951262955204,-6.40036441801339
"Belgium",2009,0.0229965996711918,0.0910593445723305,0.0560198985370485,0.410507699437961,1.62548214028108,"loser","winner",10543096.6104152,11885958.1377525,29996451.8021181,2.84512728191123,2.52368815828507,"winner","winner",0.659005612373103,9.20958736233889,0.198948461198645,1.57,-13.7965669625884,-13.7976369574078
"Belize",1969,0.166010364294428,0.279315663568029,0.0958411576476602,1.73214064154703,2.91436028553488,"winner","winner",5919772.29965368,7715707.39964589,8767907.79175784,1.48112247362467,1.13637121492713,"winner","winner",0.634178953945735,4.05547699699025,0.016494623655914,1.19428571428571,-87.3068338050557,-7.84975217051208
"Belize",1977,0.180535084712253,0.551588449996387,0.0624995736377998,2.88858106070448,8.82547540552798,"winner","winner",6962007.5412524,8788806.25691175,9814991.95504267,1.40979335297834,1.11676053244704,"winner","winner",0.613577826234346,3.66682870109778,0.0121601941747573,1.5725,-65.2765427713268,-10.4375536485273
"Belize",1985,0.249441321355521,0.286326952489152,0.0680966446257082,3.66304863810208,4.20471455037091,"winner","winner",7508702.42075774,9280380.12309927,7868359.10799534,1.04789864707427,0.847848795375381,"winner","loser",0.750182026409399,5.02166191650026,0.0221115107913669,1.90375,-88.1121875811008,-12.0446113768021
"Belize",1993,0.150120350737061,0.080628403671575,0.042683734905076,3.51703877533004,1.88897255244612,"winner","winner",8372439.86277396,11244528.1930204,8429716.31511298,1.00684107061714,0.74967274485962,"winner","loser",0.851701153181992,6.34916394919242,0.0172332474226804,2.045,-83.759670236343,-9.89058613133182
"Belize",2001,0.0419899746494196,0.051373124396734,0.04979969056606,0.843177420825924,1.03159525315899,"loser","winner",9372634.87375363,12646196.4426154,9602696.9426657,1.0245461465224,0.759334791788175,"winner","loser",0.884506906110239,6.71967149633903,0.0597293972939729,2.14,-115.265952132017,-7.06307052344858
"Belize",2009,0.0229965996711918,0.0520572105434014,0.0616962276209505,0.372739153720684,0.84376650811182,"loser","loser",10543096.6104152,14280014.9451006,9714566.56028433,0.921414923836286,0.680291063954197,"loser","loser",0.862126549466041,6.70306371629235,0.0965502812148481,2.20875,-94.9493002211379,-8.74267384427337
"Benin",1961,0.0931917991033935,0.0921678959536411,0.0587017682208338,1.58754671158813,1.57010425319573,"winner","winner",4963730.39101637,3092982.20969031,3188853.68217697,0.642430879797245,1.03099645131689,"loser","winner",0.771398864920678,7.21198568388611,0.000273842592592593,0.128,-166.152699534919,-7.35307343144942
"Benin",1969,0.166010364294428,0.125018166463577,0.04854454246845,3.41975340281188,2.57532896812919,"winner","winner",5919772.29965368,3318503.09121461,3731795.18711307,0.630395055453635,1.12454172394554,"loser","winner",0.849267808610429,8.46219127729244,0.00111801637852593,0.17125,-77.0746929315267,-16.3595508049663
"Benin",1977,0.180535084712253,0.24245198306671,0.10859286897029,1.6624948435762,2.23266946868346,"winner","winner",6962007.5412524,3572382.63125238,3947617.41746373,0.567022858575301,1.10503768071445,"loser","winner",0.475554201457676,7.67470639322792,0.000923167385339083,0.43375,-93.6085139030097,-6.75856374271925
"Benin",1985,0.249441321355521,0.131500442219913,0.0880891221691525,2.83169266775679,1.4928113594707,"winner","winner",7508702.42075774,4128292.52236894,4151336.64562368,0.552870045048975,1.00558199864226,"loser","winner",0.541021197929506,9.33317746270104,0.00226980649872216,0.45,-84.0466626033157,-8.7909763019565
"Benin",1993,0.150120350737061,0.106364108585852,0.0448205496609797,3.34936434007532,2.37311031190791,"winner","winner",8372439.86277396,4547510.25089823,4525582.28299122,0.540533268338318,0.995178027822439,"loser","loser",0.703906165821367,9.86007486271482,0.00714037651025569,0.38125,-120.197369960694,-13.8692678070703
"Benin",2001,0.0419899746494196,0.0295760277820717,0.11091603196185,0.378574439661366,0.266652414975,"loser","loser",9372634.87375363,4781472.06732183,5173650.93822323,0.55199535753933,1.08202052953141,"loser","winner",0.329074816171025,9.91426309033537,0.00181221600838868,0.49625,-196.591059100017,-8.19030910717148
"Benin",2009,0.0229965996711918,0.0285032764621177,0.036645484227168,0.627542524165712,0.777811429245248,"loser","loser",10543096.6104152,5248173.9903483,5480850.1995506,0.519852032289663,1.04433469805502,"loser","winner",0.842221421231272,9.52112935157148,0.00249431647509579,0.63375,-167.155931897225,-12.3256561319938
"Bhutan",1961,0.0931917991033935,0.0913265819477229,0.0360807482705253,2.58286769455729,2.53117206059522,"winner","winner",4963730.39101637,4097732.28578486,4221132.54665766,0.850395209678854,1.03011428084282,"loser","winner",0.278593590185316,7.5146667572731,0,3.07125,-68.8509224905337,-6.81038116831148
"Bhutan",1969,0.166010364294428,0.119378125463503,0.00728881599267575,22.7760399578265,16.3782602803338,"winner","winner",5919772.29965368,5103140.32122858,4256967.79420148,0.719110056724736,0.834185918128275,"loser","loser",0.847525444400587,7.4037732621525,0.000269685039370079,4.91375,-95.7814080295128,-12.4736872298655
"Bhutan",1977,0.180535084712253,0.102121728813165,0.0567537338556401,3.18102567791338,1.7993834392099,"winner","winner",6962007.5412524,6183154.4901406,4351238.51384803,0.624997673166163,0.703724695992366,"loser","loser",0.2824630447471,7.98011711529704,0.000703859060402685,6.61,-98.7836713609317,-8.23476356851712
"Bhutan",1985,0.249441321355521,0.328674078950529,0.0848534510003894,2.93967208657638,3.87343207701735,"winner","winner",7508702.42075774,6758664.50262157,3452128.29187145,0.459750313493324,0.51077077291415,"loser","loser",0.505201837008592,9.77483308243167,0.000631412786108919,5.93875,-79.943604372709,-9.77676560270794
